ndc,therClassCode,Inttherclass,therDesc,gcrTitles,genindDesc,roa,cyle,Active
"00904357170",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"11845028701",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"11845028702",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"11845028703",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"16590025433",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Single source brand,PO,,
"16590089808",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"16590089816",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"17236049501",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"17236049505",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"17236069701",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"17856090702",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"17856090703",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"17856090730",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"17856090731",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"49884028901",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"49884029001",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"49884029004",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"49884029005",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"49884090738",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"49884090761",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"49884094911",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Single source brand,PO,,
"49884094952",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Single source brand,PO,,
"49884094969",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Single source brand,PO,,
"51079043401",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"51079043420",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"51079043501",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"51079043519",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"51079043520",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"51432009303",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"51432009305",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"51432085603",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"52555037501",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"52555037601",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"52959092830",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"54569224800",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"54569585800",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Single source brand,PO,,
"54868162900",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"54868162901",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"54868162902",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"54868162903",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"54868309901",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,"Multisource brand, generic",PO,,
"54868538900",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"54868538901",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"54868557200",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Single source brand,PO,,
"55700003030",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"55700003060",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"55700003090",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"57866482201",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"58469048213",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"58469048223",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"58469482130",1001013600,260,~Missing,MEGESTROL ACETATE,Multisource generic,PO,,
"58469482230",1001013600,260,~Missing,MEGESTROL ACETATE,Multisource generic,PO,,
"60432012608",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"60432012616",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"60505036801",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"62584077701",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"62584077901",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"62584077933",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"62701092099",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"62701092151",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"62701092152",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"62701092199",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"63739016401",1001013600,260,~Missing,MEGESTROL ACETATE,Multisource generic,PO,,
"63739016501",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"63739016503",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"63739016510",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"63739016515",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"63739054951",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"66689002050",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"68094025059",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"68094025061",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"68094025062",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"68094036159",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"68094036162",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"68094051859",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"68094051861",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"68094051862",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"68094052859",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"68094052861",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"68094052862",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"68258595608",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Multisource generic,PO,,
"68258595705",1006010130,262,Megestrol Acetate,MEGESTROL ACETATE,Single source brand,PO,,
"99999777601",1001013600,260,~Missing,MEGESTROL ACETATE,Multisource generic,PO,,
"99999888809",1001013600,260,~Missing,MEGESTROL ACETATE,Multisource generic,PO,,
"00054458111",1005010190,261,Mercaptopurine,MERCAPTOPURINE,Multisource generic,PO,,
"00054458127",1005010190,261,Mercaptopurine,MERCAPTOPURINE,Multisource generic,PO,,
"00093551006",1005010190,261,Mercaptopurine,MERCAPTOPURINE,Multisource generic,PO,,
"00173080725",1005010190,261,Mercaptopurine,MERCAPTOPURINE,"Multisource brand, generic",PO,,
"00173080765",1005010190,261,Mercaptopurine,MERCAPTOPURINE,"Multisource brand, generic",PO,,
"00378354725",1005010190,261,Mercaptopurine,MERCAPTOPURINE,Multisource generic,PO,,
"00378354752",1005010190,261,Mercaptopurine,MERCAPTOPURINE,Multisource generic,PO,,
"49884092202",1005010190,261,Mercaptopurine,MERCAPTOPURINE,Multisource generic,PO,,
"49884092204",1005010190,261,Mercaptopurine,MERCAPTOPURINE,Multisource generic,PO,,
"54868528200",1005010190,261,Mercaptopurine,MERCAPTOPURINE,Multisource generic,PO,,
"54868528201",1005010190,261,Mercaptopurine,MERCAPTOPURINE,Multisource generic,PO,,
"54868528202",1005010190,261,Mercaptopurine,MERCAPTOPURINE,Multisource generic,PO,,
"57844052206",1005010190,261,Mercaptopurine,MERCAPTOPURINE,"Multisource brand, generic",PO,,
"57844052207",1005010190,261,Mercaptopurine,MERCAPTOPURINE,"Multisource brand, generic",PO,,
"57884052207",1005010190,261,Mercaptopurine,MERCAPTOPURINE,"Multisource brand, generic",PO,,
"62484002001",1005010190,261,Mercaptopurine,MERCAPTOPURINE,Single source brand,PO,,
"68084032521",1005010190,261,Mercaptopurine,MERCAPTOPURINE,Multisource generic,PO,,
"00078052651",1010100250,263,Nilotinib,Nilotinib Hydrochloride,Single source brand,PO,,
"00078052687",1010100250,263,Nilotinib,Nilotinib Hydrochloride,Single source brand,PO,,
"00078059251",1010100250,263,Nilotinib,Nilotinib Hydrochloride,Single source brand,PO,,
"00078059287",1010100250,263,Nilotinib,Nilotinib Hydrochloride,Single source brand,PO,,
"00088111035",1006010140,262,Nilutamide,NILUTAMIDE,Single source brand,PO,,
"00088111114",1006010140,262,Nilutamide,NILUTAMIDE,Single source brand,PO,,
"24987011114",1006010140,262,Nilutamide,NILUTAMIDE,Single source brand,PO,,
"54868573400",1006010140,262,Nilutamide,NILUTAMIDE,Single source brand,PO,,
"00173080409",1010100300,263,Pazopanib,Pazopanib Hydrochloride,Single source brand,PO,,
"76189053430",1010100330,263,Ponatinib,Ponatinib Hydrochloride,Single source brand,PO,,
"76189053530",1010100330,263,Ponatinib,Ponatinib Hydrochloride,Single source brand,PO,,
"76189053560",1010100330,263,Ponatinib,Ponatinib Hydrochloride,Single source brand,PO,,
"50881000560",1010100380,263,Ruxolitinib,Ruxolitinib Phosphate,Single source brand,PO,,
"50881001060",1010100380,263,Ruxolitinib,Ruxolitinib Phosphate,Single source brand,PO,,
"50881001560",1010100380,263,Ruxolitinib,Ruxolitinib Phosphate,Single source brand,PO,,
"50881002060",1010100380,263,Ruxolitinib,Ruxolitinib Phosphate,Single source brand,PO,,
"50881002560",1010100380,263,Ruxolitinib,Ruxolitinib Phosphate,Single source brand,PO,,
"00026848858",1000000000,260,Antineoplastic Agents,Sorafenib Tosylate,Single source brand,PO,,
"50419048858",1000000000,260,Antineoplastic Agents,Sorafenib Tosylate,Single source brand,PO,,
"00054483121",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00054483126",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00054483413",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00054483422",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00054883125",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00054883425",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00093078201",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00093078205",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00093078210",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00093078256",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00093078405",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00093078406",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00093078410",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00093078486",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00172565649",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00172565658",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00172565670",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00172565680",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00172565746",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00172565760",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00172565770",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00172565780",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00310060018",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,"Multisource brand, generic",PO,,
"00310060025",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,"Multisource brand, generic",PO,,
"00310060060",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,"Multisource brand, generic",PO,,
"00310060075",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,"Multisource brand, generic",PO,,
"00310060412",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,"Multisource brand, generic",PO,,
"00310060430",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,"Multisource brand, generic",PO,,
"00310060490",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,"Multisource brand, generic",PO,,
"00310073060",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00310073130",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00378014405",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00378014491",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00378027401",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00378027493",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00403150571",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,"Multisource brand, generic",PO,,
"00555044603",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00555044605",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00555044609",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00555044663",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00555090401",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00555090405",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00555090414",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00591223218",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00591223260",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00591223319",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00591223330",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00591247218",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00591247260",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00591247319",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00591247330",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"13632012301",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Single source brand,PO,,
"42254034390",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"54569038200",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,"Multisource brand, generic",PO,,
"54569038202",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,"Multisource brand, generic",PO,,
"54569376500",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"54569376501",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"54569571600",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"54569585700",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"54569853100",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,"Multisource brand, generic",PO,,
"54569860200",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"54868300400",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"54868300401",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"54868300402",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"54868300403",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"54868300404",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"54868300405",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"54868428700",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"54868428701",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"54868428702",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"54868428703",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"54868428704",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"55175550006",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,"Multisource brand, generic",PO,,
"55289058530",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,"Multisource brand, generic",PO,,
"57866661501",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,"Multisource brand, generic",PO,,
"57866661801",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,"Multisource brand, generic",PO,,
"58016065760",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,"Multisource brand, generic",PO,,
"60346004832",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,"Multisource brand, generic",PO,,
"60346090060",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"63739026910",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"63739026915",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"66105083201",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,"Multisource brand, generic",PO,,
"66105083203",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,"Multisource brand, generic",PO,,
"66105083206",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,"Multisource brand, generic",PO,,
"66105083209",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,"Multisource brand, generic",PO,,
"66105083210",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,"Multisource brand, generic",PO,,
"68258596006",1006010200,262,Tamoxifen,TAMOXIFEN CITRATE,Multisource generic,PO,,
"00173088025",1005010315,261,Thioguanine,THIOGUANINE,Single source generic,PO,,
"76388088025",1005010315,261,Thioguanine,THIOGUANINE,Single source brand,PO,,
"00085112601",1001016635,260,~Missing,TOREMIFENE CITRATE,Single source brand,PO,,
"00085112602",1001016635,260,~Missing,TOREMIFENE CITRATE,Single source brand,PO,,
"11399000501",1006010220,262,Toremifene,TOREMIFENE CITRATE,Single source brand,PO,,
"11399000530",1006010220,262,Toremifene,TOREMIFENE CITRATE,Single source brand,PO,,
"42747032730",1006010220,262,Toremifene,TOREMIFENE CITRATE,Single source brand,PO,,
"54092017001",1006010220,262,Toremifene,TOREMIFENE CITRATE,Single source brand,PO,,
"54092017030",1006010220,262,Toremifene,TOREMIFENE CITRATE,Single source brand,PO,,
"00173084813",1010100405,263,Trametinib,Trametinib Dimethyl Sulfoxide,Single source brand,PO,,
"00173084913",1010100405,263,Trametinib,Trametinib Dimethyl Sulfoxide,Single source brand,PO,,
"00310781030",1000000000,260,Antineoplastic Agents,Vandetanib,Single source generic,PO,,
"00310782030",1000000000,260,Antineoplastic Agents,Vandetanib,Single source brand,PO,,
"00310783030",1000000000,260,Antineoplastic Agents,Vandetanib,Single source generic,PO,,
"00310784030",1000000000,260,Antineoplastic Agents,Vandetanib,Single source brand,PO,,
"50242009001",1010100500,263,Vemurafenib,Vemurafenib,Single source brand,PO,,
"50242014001",1010100505,263,Vismodegib,Vismodegib,Single source brand,PO,,
"00006056840",1010100510,263,Vorinostat,Vorinostat,Single source brand,PO,,
